B1_x,B1_y,H1_x,H1_y,A_x,A_y,B_x,B_y,C_x,C_y,D_x,D_y,E_x,E_y,E1_x,E1_y,F1_x,F1_y,G_x,G_y,H_x,H_y,I_x,I_y,H2_x,H2_y,B4_x,B4_y,J_x,J_y,B3_x,B3_y,B2_x,B2_y,S1_x,S1_y,SRP1_x,SRP1_y,S2_x,S2_y,SRP2_x,SRP2_y,Peugeot,Fiat,Audi,Opel,Mercedes-Benz,Cadillac,VW,Bentley,Ford,Citroën,Renault,Porsche,Aston Martin,Jaguar,Land Rover,Smart,Infiniti,Maserati,Alfa,Jeep,Toyota,HiPhi,Hyundai,Chevrolet,Tesla,Skoda,Xpeng,Volvo,BMW,MINI,Rolls-Royce,Armortruck,Kia,Polestar,BAIC,BYD,Changan,Chery,Dongfeng,FAW,Geely,Great Wall,NIO,Asahi,Baidu,BENTLEY,Chrysler,CUPRA,Dacia,Dodge,DS,GAC,Genesis,Honda,Hongqi,Indi,Lexus,Lincoln,Mazda,Nissan,SAIC,Sony,Togg,VINFAST,WEY,Bugatti,Buick,Daihatsu,KIA,Lancia,MG,Mitsubishi,Seat,Subaru,Suzuki,Tata,SUV/SAV,Hatchback,Van/Minivan,Convertible,Limousine,Touring/Kombi,Coupe,SAC,Roadster,Sports Car/Super Car,UKL,KKL,MKL,GKL,GKL+,Praktisch,Klein,Groß,Sportlich,Elegant,Modern,Highclass,Hochqualitativ,Feminin,Nachhaltig,Maskulin,Futuristisch,Außergewöhnlich,Oldschool,Aerodynamisch,drag_coeff
-417.113468207464,-117.101127102065,-784.300070293374,-82.589092265714,-812.4965719976051,246.702379306703,-719.426045611244,474.137922821014,104.831259083128,712.8479855093019,905.046549546216,1088.565917960924,1772.570168901611,1187.800000001509,2319.657468072827,1166.571498705669,2852.617782037476,1058.810484145442,3183.40094514928,757.814885832958,3252.700424141858,634.609828999574,3338.656311311563,153.68402000966998,3204.212749105064,-16.992332051261002,2967.71215177681,-55.170516981221006,2537.999999999999,0.0,2118.2599492343497,-107.306146664031,413.798251862865,-128.325079715032,503.110960109431,-20.680803383714,1318.74474059388,263.731682830652,1555.848430843931,-63.648836554783,2081.545980834073,279.64787812070404,0.2476208789921505,0.682187466211748,0.4974833742484835,0.6250229326830898,0.7098142027739056,0.5267507262085915,0.5386941940230485,0.30184236571658574,0.6536097306490857,0.7717097911082622,0.4437143055632758,0.5625000809143155,0.5017843068240774,0.7598629121477675,0.4388662851993455,0.6385969720798211,0.2945571748487988,0.6262440393294941,0.5342387177150315,0.441525025200372,0.575130565427566,0.6079449588878018,0.26526635969480666,0.30631236483916136,0.477815327994478,0.219084874335161,0.5421128551736488,0.5655129907046051,0.42348646275312557,0.6918745489418433,0.41952984669128107,0.43526544677251694,0.43725666455196666,0.4762916226893012,0.5302288091358881,0.6554178471630272,0.3957188830792526,0.3983860590502025,0.9042241782999875,0.6292621328562528,0.05015576684365638,0.8024984503081488,0.5644412414440159,0.4976034863295316,0.20511645334451337,0.5161449638742117,0.17211280913079316,0.3459459923358796,0.5881884445754479,0.5767180468741745,0.38178146010185054,0.6543490786814145,0.45931029973878146,0.48094866438759054,0.41163553285657856,0.3645133846476957,1.0,0.8354156258301548,0.6151590600040935,0.9570348534603117,0.6947904294171793,0.42183668772415617,0.0,0.48028625281858495,0.40710958278991977,0.5383959281953627,0.6532549083250202,0.676471250903578,0.5161449638742117,0.194005007207534,0.21164010999669536,0.4328477322463238,0.7053457279726281,0.9391657569113459,0.3033062779527638,0.7847982819687866,0.597156281466984,0.3835276378986679,0.04919430081921729,0.0,0.6067818134878319,1.0,0.14835384857959746,0.6813515747265206,0.025020245076607217,0.0008396436558485217,0.5616540961266049,0.9918550384753673,0.22821245300344767,0.0,1.0,0.5809255248967189,0.7231753914748581,0.7105680161159789,0.8070662524878526,0.17941482778833623,0.0,0.4980861435177388,0.20631941970000794,0.008997156350516074,0.941778306908124,0.8753772309374408,0.13604586098732113,0.9471520431088108,0.44489541653198755,1.0,0.3661349264656534
-391.491937174467,-142.249136227696,-620.829825167574,-125.43678504759,-775.000000003966,248.233720874417,-705.948196988232,375.590946631876,88.466493671683,690.52702715252,885.366825356987,1058.999993716205,1548.142700110258,1142.515767910828,2391.658699300614,1093.768861069615,2628.61489413187,1015.1040897409108,3013.7295663781088,682.8712359224161,3112.702279288242,519.968990906812,3188.552943770276,161.464433225373,3163.444131218049,-40.498611388562,2953.37487654262,-42.358178908333,2539.0,0.0,2144.9748720116468,-135.073876615369,393.365541465838,-136.982861765371,486.197121837463,-32.576913135497,1314.297136224603,243.405684909906,1610.6591604185828,-65.53534236214401,2084.3336299515813,249.87579539324105,0.5470362186982531,0.6029224364879779,0.7014393951420878,0.8280537067174707,0.307717411869704,0.38142178422152306,0.422764126646189,0.5009712777891218,1.0,0.7832627993948086,0.6521198480814389,0.32478572102635944,0.6521895615722563,0.7365305471631031,0.5645641159775615,0.4055101639995659,0.561650768193821,0.5513566398550737,0.6228890455997818,0.5267639876613648,0.5501752921355307,0.8906323765284804,0.5087241296309624,0.4354325270472974,0.0,0.481589448219931,0.7694918267617016,0.39466594731159216,0.5707278394793288,0.6209800624048387,0.5098687331393259,0.19038331134407147,0.9546474053337748,0.6922134220725081,0.4321049132661846,0.2783536515909646,0.5216876596004152,0.500587943073871,0.17866866561135616,0.8097701804554028,0.37450295712795073,0.6206983396819422,0.45040054622025494,0.5444545156476783,0.39661970421182763,0.5512464481597554,0.43604429398551753,0.4735249964448436,0.5483062337183415,0.4064620658177047,0.7961143582545763,0.6976636442608364,0.6165888178297422,0.5508589622966871,0.4789579797565161,0.5133073231758679,0.8338314412433602,0.20551124412704372,0.5429476976798567,0.409133181065538,0.7281105428990209,0.6613551169849646,0.483778732917405,0.6692220559757011,0.8730391633168327,0.6547905948647329,0.9005582427264994,0.5782027427279102,0.5512464481597554,0.5669291806312973,0.6257829555631345,0.6585312784494103,0.5044031038694798,0.755882115266067,0.22480048908509076,0.7146515649825956,0.6893060864019496,1.0,0.5286913729580538,0.6735374433388588,0.46716550145202757,0.0,0.4246608348037692,0.4965943785259656,0.6217926832418412,0.924877132131985,0.6451637527158354,0.7624116919818159,0.5522251626333734,0.0,1.0,0.3388982465118458,0.2751444295656266,1.0,0.055913072377737925,0.2113563662437429,0.6747241876655814,0.30285873631409943,0.15084528231378433,0.7756126532516934,0.5160486240228473,0.6848237688880322,0.0,0.4401084692794931,0.14287509180675903,0.8807934597062572,0.3219818542655573
-392.481254900212,-125.816341840832,-618.45874260738,-107.933144726,-774.869876462111,264.541274687906,-707.55848959929,378.118246121708,89.228488062133,705.874233978371,886.480625765898,1073.448217981563,1571.699187273814,1156.2275183247862,2382.411852207532,1107.879781005101,2629.589127755997,1027.638632134128,3014.359906070298,695.814702687558,3112.967832713264,542.19177689967,3188.577161811744,178.040021220936,3167.268584444608,-23.821617239679,2951.091295196531,-29.584359649861,2539.999999999999,0.0,2146.296742930037,-121.938643156129,393.708882250152,-121.920479656172,484.97501391256,-17.108883829615,1313.712611829664,257.508440699269,1585.831626351617,-59.318489541856,2084.496341348703,263.05456165916604,0.7644111593975842,0.6933703190467685,0.48785488717243514,0.4764262573767034,0.43481593054945106,0.8060031134851517,0.44521442763136054,0.9481602655697183,0.7559510993657605,0.9045078415541818,0.7894192995868189,0.42534614478356053,0.7129261738329392,0.7242424091739793,0.6069207640244062,0.7223212362565556,0.8503430891181847,0.46719106577259983,0.6627166729372924,0.5248182777826499,0.8254891959895376,0.7158589183689381,0.4216638258342634,0.719724275871885,0.78504275585154,0.23000414123920393,0.0,0.5425479823416768,0.5140985860330928,0.6635294890759587,0.4622723486242316,0.4507541153968208,0.49212082852165595,0.9376279391701514,0.5300901992810457,0.7613771172402943,0.2007124619096619,0.6373610187541005,0.36424058675319226,0.8567631507808446,0.6224257953216741,0.7425357596801736,0.5549130083603607,0.4825519784932821,0.7433954144655436,0.6261239822180295,0.3992882613756965,0.5862399556436644,0.5595935848807873,0.7597268103843284,0.7077980429706414,0.6725913801089725,1.0,0.6306600533602696,0.704981723698363,0.41683096653268237,0.6757998502799308,0.5089136848043817,0.4653014827737322,0.668436689627102,0.5240878026233474,0.6574516317985003,0.40930541916818997,0.7509520889320679,0.3851050014450639,0.813609664504517,0.32399145713886307,0.7299855639991946,0.6261239822180295,0.5127800325194264,0.538187599513625,0.6935759817942186,0.9856835350158587,0.7688890707147915,0.38207822443088313,0.938483267159181,0.7439080464707932,0.2558896285098446,0.42721050711534014,1.0,0.0,0.22929036214835996,0.5667862896189872,0.45534144875334287,0.5967938763597236,0.39006056862876887,0.6684781953868631,1.0,0.0,0.8246888412274068,0.8805355529314193,0.10170404911250237,0.26047413420600896,0.6028926092420298,0.4783916512291421,0.34339465763780763,0.25141100544080414,0.0,0.3036131767058588,0.3225197374722149,0.04759066283363027,0.46757421214457995,0.22278168373411805,0.8882923980409363,0.3650807941744642,1.0,0.3225253561389797
-396.222936731417,-166.878521814742,-774.68383766779,-141.149928388295,-829.000000004148,200.215057978112,-744.817883709914,481.613316574598,47.684574899139,761.908671175456,699.857134074436,1210.596133375275,1692.470248599037,1338.750000001657,2444.530032132844,1317.086101065323,2867.1547523635577,1217.35230997285,3171.754323728162,856.8514809415831,3268.603854453641,746.681451363024,3317.857664755401,124.662116758579,3222.550774604795,-22.603958235925,3040.9775235285542,-58.173929587236,2614.999999999999,0.0,2209.469452966588,-142.779662620148,405.52868389368,-142.784954300518,514.570377895184,-5.630183867432,1259.305380639379,351.6386538022,1533.047416594082,1.829698250092,2067.9985937234183,407.941750911947,0.40187886579907867,0.9217494280565673,0.4523894225344007,0.7045463305747754,0.44186656940848174,0.729727957532483,0.6301023054026629,0.5400488693359413,0.36804321201712775,0.5691307223806049,0.816121377080554,0.33627440542671605,0.3169463127464711,0.3936516948341912,0.5271630874706497,0.0,0.32594030238381355,0.8388842760071386,0.6721403747692101,0.5592987693507879,0.5102679059376184,0.5729991828703092,0.5772177271024598,0.45878538208417574,0.3275457801746155,0.6939116518025837,0.7396114461966897,0.5017773310806934,0.4899139713429502,0.6553791491955708,0.785647559323306,0.7179077120308844,0.42220519288351155,0.9707719039924547,0.2856108305353662,0.46917170956469473,0.20269000933992254,0.3412502036365399,0.7203258087167382,0.6530722135820223,0.6567493124206969,0.5995425499242364,0.1464672289051042,0.8894990047118737,0.5661528536573566,0.5773364504510707,0.996869369258607,0.24092780108290998,0.4657148948437965,0.5797006576300003,0.5583146197611246,1.0,0.4791797172379544,0.8015085031574574,0.24066044297576553,0.7134807079272288,0.42826668343165264,0.3475865398251931,0.6050572428571701,0.6628744802311619,0.8460756309099732,0.6737642501826803,0.3661701102895943,0.45216508451542214,0.6726436234061356,0.31653325787317454,0.8274225017036354,0.7239521230280596,0.5773364504510707,0.17560556312209938,0.6775880315722256,0.5105966152982003,0.7280841227475207,0.5124891170474698,0.5456737680161018,0.7323118543470071,0.3931831380112129,1.0,0.5052029566414681,0.19431260499517822,0.5810925267836237,0.0,0.2831257598870226,0.4640978742483244,0.030625755354760753,0.1641347615278436,1.0,0.9228853622504298,0.0,0.14044572984804252,0.7361099493865022,0.42190304926531497,0.8385416820185716,0.9453050339681321,0.600156789138878,0.519099478507269,0.15565266004780098,0.9438629053848053,0.7155421927590954,0.695130398706967,0.6144613631158794,0.332106975106782,1.0,0.9975882717981992,0.7572290224842452,0.0,0.3792673382534041
-435.105805204548,-160.165169379436,-802.388916006762,-125.694465454961,-915.00000000442,230.67751357789905,-904.289878792645,353.845572709008,346.92917338837896,648.663990164902,1013.259809388198,1006.873744241069,1890.871953012288,1100.800000001428,2591.6215842935467,1069.399193460965,3014.929758745758,945.1384981251168,3367.616169780248,670.2703501479959,3418.709376654331,587.911942643202,3503.954509333872,192.896727512708,3338.096980272679,-70.320184646969,3178.282950498444,-110.522430734475,2727.999999999999,0.0,2303.839278587263,-187.236816934246,424.161664640684,-187.234680159113,580.910796370252,-73.098568028861,1425.593044714649,179.814128000021,1718.424048835702,-112.415395984873,2223.7395274623373,199.016400566508,0.6600348738840746,0.40608571629585044,0.38376991179203057,0.6788661318611516,0.39473423369214994,0.4798364373775373,0.5923147830663114,0.5870249910253043,0.8213937727033933,0.16122739807640382,0.3825828800806861,0.4853244414893743,0.4214618576069841,0.527778324483061,0.7571582694010368,0.3980945572409973,0.678157027972814,0.5884274136120183,0.604761450893777,0.6069659032245618,0.37373627849818847,0.5111326429876794,0.5496297735352628,0.4741080438595465,0.8149600280369749,0.5841752814819081,0.7722459598202518,0.8104364462019412,0.49075492484263905,1.0,0.6180232785007025,0.803294144162706,0.0,0.3762503500887341,0.52765081750194,0.4091405923200797,0.42805328110976754,0.4661808089034519,0.7005913443673359,0.5968500694420839,0.4226463206953805,0.32536544673107753,0.7273539543840983,0.6388096593193484,0.41491829064664554,0.5267777120623226,0.38103504793105075,0.5238044066106626,0.35675134123106556,0.43641201739537044,0.5888439358619586,0.0951844222090354,0.480291894304044,0.35975207578435997,0.7683921874076047,0.5236078209927942,0.48525727473185853,0.4732191955706884,0.5893092255135451,0.2694266866370725,0.5131939617649726,0.4181576338763548,0.6147799912506509,0.28853603903694786,0.6353829250261225,0.556086462744966,0.08271585277207064,0.7130173948967765,0.5267777120623226,0.5661683374192655,0.6126510127132991,0.5375795560366592,0.3763478211318825,0.6467583996611895,0.25303517413970167,0.683529093371193,0.2942283092761407,0.6871358788059342,0.6659997869444987,0.8934764014432759,0.31263857487603336,0.0,0.1238542752272246,1.0,0.6523100627073464,0.20985191604627118,0.3084265031517411,1.0,0.022900160081893186,0.26232076810582167,0.0,0.3272247502795182,0.30528821483122925,0.5239549190535594,1.0,0.434959113070971,0.18376939448711654,0.4361012289257916,0.014619416129955924,0.555560827608357,0.19976301677035196,0.49683535946755036,0.5735946623406492,0.0,0.1673774168540028,0.4977462694124834,0.3301020877702206
-435.070284157012,-131.598111714964,-903.522388372044,-71.499646626389,-915.9222182068992,255.327878931433,-904.619669810913,377.2624785051031,346.26483925206804,676.452221223631,1010.382219910718,1035.4843393454648,1880.8854979270257,1131.766623437935,2581.464851661661,1102.9728625964922,3012.669559889156,978.932017360666,3365.939724271146,704.850965792574,3417.05137319281,621.64680567037,3503.272595741843,228.047447826961,3476.299271125399,49.227939564356994,3176.6321007562583,-72.137118808301,2728.862306826048,6.006510536028,2303.781154478088,-154.960035932292,425.784390635794,-159.097039112336,580.985561655714,-44.609593601765,1425.079794341219,210.144798919483,1718.542610880324,-81.425112436331,2223.142111887264,231.097963372142,0.44931179645489444,0.23363237200380635,0.683939353069436,0.8270176805708535,0.4826951943514085,0.6473337092234186,0.7462422730235799,0.44452641595672143,0.5448236524465324,0.9327829353394125,0.61098882195298,0.27497501142655906,0.48152126838552084,0.12265385893007445,0.4513661044549844,0.4993508559304466,0.4376639367805326,0.855148545267906,0.7103440830404887,0.6896180157499194,0.41823797463928286,0.5044164524967344,0.7639155508600515,0.8012365909641518,0.6815294855176168,0.720443725133185,1.0,0.857240367348264,0.3749135078162659,0.9316737224107917,0.5963492455973406,0.617497034089859,0.48795575111830425,0.5793174316841624,0.6958355749369978,0.43487925311514225,0.3779215900775008,0.70385572064748,0.14308846779208909,0.39645784161665204,0.8390346992754437,0.7104136414383228,0.8467081019923424,0.891967890744612,0.25186503922494213,0.5506065941860668,0.3410251684012558,0.4064122977249284,0.7803233154254801,0.720071968590075,0.7698091077793013,0.7061146951793658,0.3514999138325054,0.6413711371361921,0.8308537575271677,0.9233256656751161,0.3753894396115719,0.3681685536099185,0.6072129061423687,0.0451213962630781,0.5997650437206374,0.5868729628880347,0.1010645307118434,0.4291632886511166,0.396632661726397,0.42921171728070373,0.3229835432573311,0.7277105171798003,0.5506065941860668,0.7383206829460791,0.614377539755684,0.27877230052224994,0.26722318380151006,0.0,0.5079852104110314,0.512205435170824,0.39066142823584005,0.9013395500317524,0.5984173784925736,1.0,0.23131548099027743,0.3926272118095976,0.49593614059932467,0.34235824629636136,0.5683738123369736,0.0,0.39571811181974664,0.6939970449842432,1.0,0.0,0.6053607908975539,0.3663359319215303,0.7226114540876464,0.021898776558853975,0.8599114619455481,1.0,0.6674976469000578,0.959417866135518,0.04364197520319509,0.0,0.8810180424258368,0.33969653445177467,0.00563185217578468,0.04290997321480429,0.5464957174435171,0.6305172933628062,0.3248883365465658
-430.874034059215,-157.140991519053,-742.535420477474,-114.552111585763,-808.000000003955,29.583346109727,-747.5745954542859,376.7942771806301,177.01125588577398,643.511110192401,802.939654774861,1015.272657176248,1554.723876706094,1105.8987089104492,2280.91749299584,1067.3384736444468,2525.847543179849,982.574290099164,2899.766882827818,696.811617825282,3063.237367454076,554.154909754443,3146.000000003955,207.49526977539105,2954.1545108588816,-73.261950534574,2917.3255105269564,-75.811324804292,2465.0,0.0,2029.341260331276,-143.342900041514,435.654188910975,-143.356730314181,461.738533973722,-61.086065965196,1299.879806048219,197.96573473234,1584.821330692341,-89.137646068135,2029.223399789851,229.649633697766,0.4727591633027452,0.40185000219255235,0.40512368163754264,0.6628965425880625,0.3730047253336436,0.6244254187654533,1.0,0.5759241454861217,0.5827737907591869,0.487340085503847,0.3989556811243847,0.526671534235117,0.5314438949507644,0.4847854334531447,0.17089090389537043,0.5957947809543819,0.4280007778632554,0.6236447956539013,0.310495421771068,0.39938800929913804,0.5985090337318814,0.6295249100451183,0.3744512842026668,0.6040841840224745,0.04353436461124995,0.8122768212783329,0.32315202334470294,0.4941215940911393,0.1382537873439745,0.6606130464005847,0.5049184852402676,0.3561112216757172,0.24908211785400422,0.2905265266636927,0.6040101497870289,0.6457016971406621,0.4550969575784269,0.11388156370994228,0.44050250989200335,0.25908068229075243,0.009527855643929847,0.1495707963766331,0.07655521068062564,0.4373657924136111,0.3822761306571958,0.4172409175216124,0.5766895127263756,0.4256054719097683,0.38761768979278605,0.5159495370385175,0.315796831571282,0.3157930093896,0.6031045227163976,0.6056942753180767,0.40048111629783967,0.17271350411176944,0.5236045127064433,0.3946194789790302,0.47557405226212485,0.4439875291520754,0.5416619446112648,0.5949852560163001,0.16468994527906242,0.6461433836370409,0.0,0.43095302716132106,0.5803947838368982,0.6237190489255464,0.4172409175216124,0.713705208904242,0.1260186223700707,0.5471301942846709,0.6572073401483672,0.14421196623670882,0.5460164937762835,0.3940352231893449,1.0,0.6862815162367014,0.4830707208762215,0.6372780343509158,0.43275317571276295,0.0,0.5791561845383799,0.6795758782269592,0.7048012140641655,0.6587240142991289,0.3721150060521176,1.0,0.2887879775593836,0.7510215376954614,0.0,0.661274108635375,0.5891270680891189,0.0,1.0,0.8318514407212507,0.21765587556020047,0.6011190687860318,0.2846873688188326,0.6186920100161751,0.12179003699195362,0.5808542821546834,0.4116155864179535,0.13221528836674298,0.5888070219665348,0.0904969393277056,0.3496359551266575
-431.68300547571096,-152.185632059545,-740.633960410762,-124.084745873678,-806.6217857539359,29.585533365477,-747.5745954542859,374.2942771806301,177.01125588577398,641.011110192401,802.939654774861,1012.772657176249,1554.723876706094,1103.3987089104492,2272.325609226129,1049.755959027471,2449.434214294346,978.008166987804,2886.791081725105,702.4475207324081,3063.237367454076,551.654909754443,3146.000000003955,204.99526977539105,3077.0647572607,-37.424417514335,2918.390224162658,-62.8330204243,2465.0,0.0,2030.300679530622,-143.34289171552,434.694754176214,-143.35673864031,461.921004612526,-61.013631986975,1298.829960080693,197.983302857494,1583.966555665268,-88.959902834033,2028.366735685392,229.83723788221693,0.652628927271936,0.5030870913881921,0.8575704237383849,0.3184541226441494,0.6427694791321219,0.5354203182246208,0.8310824809384628,0.5817943225812224,0.24759188257992393,0.9778693107633032,0.6672955956321223,0.4679916142005305,0.6594097984555821,0.6326444650144629,0.6915183791686659,0.5324293134663403,0.364745499074529,0.7643540060520695,0.0,0.6317525768549165,0.7618566416481368,0.5679844435313426,0.6386546620780978,0.3527944287221882,0.6658757873966893,0.517721567889214,0.5542277347209164,0.6712658106539587,0.7215850866806273,0.47813888386328207,0.3123563056118863,0.0006706787194905702,0.8214626227337111,0.4106692318842561,0.5835567495942746,0.36372610518788895,0.9299502446940983,0.2336986000317962,0.5261720152211743,0.3612703069484779,0.474871286516179,0.5614971713202187,0.5608702000184519,0.34630842103067183,0.6369100352860544,0.5995452765010938,0.8526917834505788,0.7850922512576406,0.626531397875733,0.7257629695425447,0.9181996540903804,0.6315547132568594,0.2092660579827538,0.5400946121438484,1.0,0.8698365786564017,0.44491920068153223,0.6487527981289876,0.3543920396546155,0.6105604021282506,0.5650988547476338,0.44835591769099126,0.8726686304899709,0.5577501159086773,0.6423928995729093,0.3526749007087964,0.7239473779101261,0.8006057150081685,0.5995452765010938,0.34834363442852795,0.9129306875102061,0.3830033862598671,0.1967883405042648,0.6577096939938983,0.7898159345026952,0.2604144486056069,0.5311525318362185,0.733425689801493,0.5332766312488796,0.7696125535224249,0.7288035450490464,0.33388896725565276,0.0,1.0,0.917240591487435,0.8199277806379253,0.2736384204118426,1.0,0.5638913075163337,0.7428061063477881,0.0,0.35795818491775117,0.4178035565388801,0.3707472556097445,0.63606091015262,0.9086779204010833,0.29946346689962444,0.48483474999237763,0.3923111172826659,0.5715227650005236,1.0,0.34677884609011383,0.0,0.20778865311782088,0.49573813360252506,0.2745170058738767,0.3451801470821202
-411.381007535813,-210.323169203113,-794.996352879343,-148.95996530421,-902.000000004352,-67.660606384277,-828.037658613046,333.95829264370104,224.189747020103,630.337995718522,967.452465171974,987.398477408638,1769.302798301915,1084.551743548928,2487.514649078479,1046.150397391818,2871.037959218847,934.515637257836,3224.090432888705,689.327058955667,3372.737357082719,556.681106918271,3448.609122980831,107.969934519154,3276.474462184256,-81.417381538806,3079.7114497888297,-114.125486166782,2631.999999999998,0.0,2207.644137309147,-182.735521080946,424.353138037489,-182.741848252002,533.406847908242,-85.33200624205101,1381.353433212582,161.271272477263,1693.905425308355,-122.11699020887,2183.9269698872613,187.240675591392,0.31645890537581695,0.12159547033136993,0.8642711858951345,0.22214779823994546,0.4993897321572264,0.6688271199925392,0.8115641766673517,0.5913710718373942,0.5943825157303946,0.577950105361044,0.6804418649059519,0.39622750877510077,0.6555388026371932,0.6088600263624412,0.25514794390703055,0.5373264829182647,1.0,0.774564891797829,0.7159439613978098,0.6749346277690157,0.3182758881978299,0.914057735128546,0.6075204591587458,0.7328906426022992,0.05327402248307497,0.6160505655638059,0.39818332408986956,0.5224740860305987,0.31507617707670504,0.45577409443972644,0.8184052683204214,0.4948527395522037,0.3302308539598751,0.4527883769839403,0.7290363193847814,0.18880290541873304,0.7535085702177249,0.3042999850619023,0.515698791433233,0.24867955675940667,0.6325944313701702,0.660503953437702,0.5051224004241162,0.47364482864825896,0.23507345665104357,0.5130054812914769,0.9906259310520135,0.1512474394780084,0.10884934247610936,0.5571933710437769,0.808954574565454,0.43128694290593045,0.2887420801259752,0.10011504295322064,0.602938432393141,0.5396547335458092,0.5950867946803866,0.5877243719293337,0.8215582591999286,0.23319580070266832,0.5324071416177052,0.20727363623833941,0.5753524315571027,0.0,0.33903651694318654,0.47031316476082125,0.6047989567265594,0.2353650487303855,0.5130054812914769,0.6342123986004405,0.3178984768504878,0.5673504586037252,0.3941228798836644,0.4617198577197778,0.5043319338796262,0.8785363728235563,0.5607415105650663,0.8771336089872708,0.2160829377239272,0.5296483911062141,0.3682554022716061,1.0,0.5191048285621048,0.44505589805861273,0.5034986397851634,0.0,1.0,0.8965523611066127,0.0,0.6851945635508575,0.35082548017832016,0.4214954291171411,0.7569398043639346,0.49719998050476627,0.6801479935536643,0.6540217797176657,0.8188181632785168,1.0,0.6924783506209513,0.6661868788613081,0.5264072692235157,0.0,0.5854791054170129,0.4907385523188382,0.7509387903091619,0.13795591977760965,0.3117479340616965
-421.047552766923,-111.916833063866,-805.50552141889,-74.569509186623,-862.5978520514191,-28.460956706048,-774.052698748268,387.973505740649,330.199630353717,692.089365650949,984.911523222724,1041.539457699402,1768.100565258209,1123.407672887899,2525.073237076241,1096.2269858657849,2847.920569831408,1022.06606138847,3246.154547887351,734.763546642347,3363.147727539236,570.353440061842,3440.076637194654,265.034679731209,3339.6578632080177,-45.165110760672,3067.55946666631,-62.968131389844,2636.46652813468,0.0024773274289999,2218.785696488964,-123.889177314047,417.677303669294,-123.903548026715,527.701107845588,-40.624052670599,1369.886288307544,215.51882482433905,1650.113398969391,-84.870682360307,2177.560841650699,232.788380469403,0.6609716814027347,0.9258143863507535,1.0,0.3871251571935571,0.4445314729322597,0.0,0.4291478755191396,0.19435577115582095,0.1045836433193423,0.8159059670633859,0.6516271918963616,0.6319217596660621,0.6826625060953062,0.7035715732433281,0.4093413076869255,0.42560964513888494,0.5266752553056446,0.6743827247817343,0.5910143285615472,0.7200995871314197,0.26168863940909504,0.49988778865748956,0.4984759545166432,0.8018169513867388,0.7569616502959025,0.509425532434933,0.6040939024752804,0.5178142166310278,0.1871780176110675,0.4050734818409949,0.5017187115885682,0.425067607488238,0.4844903676198293,0.5048205687359676,0.07437436717271294,0.3717360303306209,0.756516173118642,0.4458911618351962,0.2164347014752774,0.655312904211202,0.39213552359275333,0.5810940633401677,0.5490084652340081,0.45736917130870997,0.469548797793196,0.5188656070421995,0.8852344221757501,0.4334658256873112,0.6285096905600873,0.7499733688224088,0.8600043005085433,0.7715230662374422,0.5893843365742534,0.36463535226401383,0.33212328762201726,0.6472329914572751,0.5682243559049853,0.700457375879626,0.5064924343766019,0.5538943909440703,0.6024571909433877,0.2584663118298026,0.29197965036721835,0.602316484689947,0.9012371327176636,0.5251516525992972,0.43124581052954547,0.5999007550769668,0.5188656070421995,0.5363298901084441,0.4457526336797542,0.9371492532447149,0.429783762247984,0.3621304609744568,0.5891557541711475,0.5000852419422275,0.1628780647641705,0.27140209515443736,0.5135742284610129,0.45583790476319586,0.3284310991705919,0.0,0.2616500570261512,1.0,0.19495234693521224,0.4697936964331479,0.0,1.0,0.5319430696274956,0.28049760545063457,0.5656437158736123,0.6808330994168583,0.4585136480287394,0.45899993283298907,0.2405931649180625,0.76055454834297,0.43953639753180274,1.0,0.06271790540040997,0.7172802570268422,0.17445201056831192,0.9738413660230612,0.15039621447050458,0.23385021278533372,0.5847746119393534,0.0,0.3305946708977389
