min_val_loss,at_epoch_val,min_train_loss,at_epoch_train,num_model_params,num_mult_adds,rp_emb_dim,cond_emb_dim,hidden_dim1,hidden_dim2,hidden_dim3,hidden_dim4,latent_dim,dc_enc_dim,activation,sparsity,sparsity_scheduler,train_time_in_min,batch_size,epochs,lr,beta1,beta2,kld_weight,weight_decay
8.5098,75,3.668,1300,112689,5272896,74,11,100,100,100,100,11,6,SELU(),0.0,<class 'modules.sparsity_scheduler.LinearSpars'>,4.14,64,1687,0.001,0.5,0.8,0.7,0.1
7.3296,198,3.1231,1364,112689,5272896,74,11,100,100,100,100,11,6,SELU(),0.0,<class 'modules.sparsity_scheduler.StepSpars'>,3.7,64,1687,0.001,0.5,0.8,0.7,0.1
7.3296,198,3.0908,1440,112689,5272896,74,11,100,100,100,100,11,6,SELU(),0.0,<class 'modules.sparsity_scheduler.ExponentialSpars'>,3.64,64,1687,0.001,0.5,0.8,0.7,0.1
7.3296,198,3.6742,1163,112689,5272896,74,11,100,100,100,100,11,6,SELU(),0.0,<class 'modules.sparsity_scheduler.CosineAnnealingSpars'>,4.4,64,1687,0.001,0.5,0.8,0.7,0.1
8.853,109,4.7303,1037,112689,5272896,74,11,100,100,100,100,11,6,SELU(),0.1,<class 'modules.sparsity_scheduler.LinearSpars'>,7.06,64,1687,0.001,0.5,0.8,0.7,0.1
8.652,158,4.4826,995,112689,5272896,74,11,100,100,100,100,11,6,SELU(),0.1,<class 'modules.sparsity_scheduler.StepSpars'>,2.56,64,1687,0.001,0.5,0.8,0.7,0.1
8.652,158,4.4352,1029,112689,5272896,74,11,100,100,100,100,11,6,SELU(),0.1,<class 'modules.sparsity_scheduler.ExponentialSpars'>,2.2,64,1687,0.001,0.5,0.8,0.7,0.1
8.652,158,5.0668,924,112689,5272896,74,11,100,100,100,100,11,6,SELU(),0.1,<class 'modules.sparsity_scheduler.CosineAnnealingSpars'>,3.7,64,1687,0.001,0.5,0.8,0.7,0.1
8.6363,144,4.2891,1375,112689,5272896,74,11,100,100,100,100,11,6,SELU(),0.1,<class 'modules.sparsity_scheduler.LinearSpars'>,3.06,64,1687,0.001,0.5,0.8,0.7,0.1
8.652,158,4.3573,1094,112689,5272896,74,11,100,100,100,100,11,6,SELU(),0.1,<class 'modules.sparsity_scheduler.StepSpars'>,2.61,64,1687,0.001,0.5,0.8,0.7,0.1
8.652,158,4.2535,1159,112689,5272896,74,11,100,100,100,100,11,6,SELU(),0.1,<class 'modules.sparsity_scheduler.ExponentialSpars'>,2.6,64,1687,0.001,0.5,0.8,0.7,0.1
8.652,158,4.6639,1201,112689,5272896,74,11,100,100,100,100,11,6,SELU(),0.1,<class 'modules.sparsity_scheduler.CosineAnnealingSpars'>,1.71,64,1687,0.001,0.5,0.8,0.7,0.1
8.652,158,3.3201,1683,112689,5272896,74,11,100,100,100,100,11,6,SELU(),0.1,<class 'modules.sparsity_scheduler.ConstantSpars'>,3.58,64,1687,0.001,0.5,0.8,0.7,0.1
9.0853,131,3.6182,1636,112689,5272896,74,11,100,100,100,100,11,6,SELU(),0.6,<class 'modules.sparsity_scheduler.ConstantSpars'>,3.75,64,1687,0.001,0.5,0.8,0.7,0.1
9.3219,118,4.6067,1663,112689,5272896,74,11,100,100,100,100,11,6,SELU(),0.7,<class 'modules.sparsity_scheduler.ConstantSpars'>,3.7,64,1687,0.001,0.5,0.8,0.7,0.1
9.3368,120,4.7711,1679,112689,5272896,74,11,100,100,100,100,11,6,SELU(),0.8,<class 'modules.sparsity_scheduler.ConstantSpars'>,4.75,64,1687,0.001,0.5,0.8,0.7,0.1
9.3368,120,4.7711,1679,112689,5272896,74,11,100,100,100,100,11,6,SELU(),0.8,<class 'modules.sparsity_scheduler.ConstantSpars'>,4.1,64,1687,0.001,0.5,0.8,0.7,0.1
9.2931,113,4.8482,1679,112689,5272896,74,11,100,100,100,100,11,6,SELU(),0.9,<class 'modules.sparsity_scheduler.ConstantSpars'>,3.72,64,1687,0.001,0.5,0.8,0.7,0.1
9.0565,157,5.019,1665,112689,5272896,74,11,100,100,100,100,11,6,SELU(),0.99,<class 'modules.sparsity_scheduler.ConstantSpars'>,3.69,64,1687,0.001,0.5,0.8,0.7,0.1
9.9808,301,3.5994,1664,112689,5272896,74,11,100,100,100,100,11,6,SELU(),0.2,<class 'modules.sparsity_scheduler.ConstantSpars'>,3.75,64,1687,0.001,0.5,0.8,0.7,0.1
8.652,158,3.3201,1683,112689,5272896,74,11,100,100,100,100,11,6,SELU(),0.1,<class 'modules.sparsity_scheduler.ConstantSpars'>,3.75,64,1687,0.001,0.5,0.8,0.7,0.1
